ticker,name,sector,industry
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Brewers
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Leisure Facilities
TPG,TPG INC CLASS A,Financials,Asset Management & Custody Banks
UHALB,U HAUL NON VOTING SERIES N,Industrials,Passenger Ground Transportation
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Semiconductors
MTG,MGIC INVESTMENT CORP,Financials,Property & Casualty Insurance
GFS,GLOBALFOUNDRIES INC,Information Technology,Semiconductors
POOL,POOL CORP,Consumer Discretionary,Trading Companies & Distributors
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Casinos & Gaming
TFX,TELEFLEX INC,Health Care,Health Care Equipment
AAON,AAON INC,Industrials,Building Products
CROX,CROCS INC,Consumer Discretionary,Footwear
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Home Furnishings
S,SENTINELONE INC CLASS A,Information Technology,Systems Software
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Home Improvement Retail
AGCO,AGCO CORP,Industrials,Agricultural & Farm Machinery
PCTY,PAYLOCITY HOLDING CORP,Industrials,Application Software
MBGL,MOBILITY GLOBAL INC,Industrials,Passenger Ground Transportation
POWL,POWELL INDUSTRIES INC,Industrials,Electrical Components & Equipment
CHYM,CHIME FINANCIAL INC CLASS A,Financials,Transaction & Payment Processing Services
LYFT,LYFT INC CLASS A,Industrials,Passenger Ground Transportation
MP,MP MATERIALS CORP CLASS A,Materials,Diversified Metals & Mining
LKQ,LKQ CORP,Consumer Discretionary,Automotive Parts & Equipment
LSTR,LANDSTAR SYSTEM INC,Industrials,Cargo Ground Transportation
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Life Sciences Tools & Services
MTDR,MATADOR RESOURCES,Energy,Oil & Gas Exploration & Production
DOX,AMDOCS LTD,Information Technology,IT Consulting & Other Services
GXO,GXO LOGISTICS INC,Industrials,Air Freight & Logistics
HRB,HR BLOCK INC,Consumer Discretionary,Specialized Consumer Services
ESTC,ELASTIC NV,Information Technology,Application Software
MIDD,MIDDLEBY CORP,Industrials,Industrial Machinery & Supplies & Components
MKTX,MARKETAXESS HOLDINGS INC,Financials,Investment Banking & Brokerage
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Building Products
PL,PLANET LABS CLASS A,Industrials,Aerospace & Defense
SON,SONOCO PRODUCTS,Materials,Paper & Plastic Packaging Products & Materials
AVAV,AEROVIRONMENT INC,Industrials,Aerospace & Defense
G,GENPACT LTD,Industrials,Research & Consulting Services
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Application Software
Z,ZILLOW GROUP INC CLASS C,Real Estate,Real Estate Services
PRMB,PRIMO BRANDS CLASS A CORP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
FPS,FORGENT POWER SOLUTIONS INC CLASS,Industrials,Electrical Components & Equipment
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Mortgage REITs
RITM,RITHM CAPITAL CORP,Financials,Mortgage REITs
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Casinos & Gaming
ALK,ALASKA AIR GROUP INC,Industrials,Passenger Airlines
OKLO,OKLO INC CLASS A,Utilities,Independent Power Producers & Energy Traders
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MSM,MSC INDUSTRIAL INC CLASS A,Industrials,Trading Companies & Distributors
NXST,NEXSTAR MEDIA GROUP INC,Communication,Broadcasting
MTN,VAIL RESORTS INC,Consumer Discretionary,Leisure Facilities
EPAM,EPAM SYSTEMS INC,Information Technology,IT Consulting & Other Services
OZK,BANK OZK,Financials,Regional Banks
CHWY,CHEWY INC CLASS A,Consumer Discretionary,Other Specialty Retail
CUZ,COUSINS PROPERTIES REIT INC,Real Estate,Office REITs
SIRI,SIRIUSXM HOLDINGS INC,Communication,Broadcasting
AN,AUTONATION INC,Consumer Discretionary,Automotive Retail
VSNT,VERSANT MEDIA GROUP INC CLASS A,Communication,Broadcasting
RLI,RLI CORP,Financials,Property & Casualty Insurance
FIG,FIGMA INC CLASS A,Information Technology,Application Software
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,Semiconductors
PATH,UIPATH INC CLASS A,Information Technology,Application Software
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Application Software
VICR,VICOR CORP,Industrials,Semiconductors
VFC,VF CORP,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
BC,BRUNSWICK CORP,Consumer Discretionary,Leisure Products
VVV,VALVOLINE INC,Consumer Discretionary,Specialty Chemicals
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,Property & Casualty Insurance
NEU,NEWMARKET CORP,Materials,Specialty Chemicals
VIRT,VIRTU FINANCIAL INC CLASS A,Financials,Investment Banking & Brokerage
SHC,SOTERA HEALTH COMPANY,Health Care,Health Care Facilities
ENPH,ENPHASE ENERGY INC,Information Technology,Semiconductors
GNTX,GENTEX CORP,Consumer Discretionary,Automotive Parts & Equipment
DBX,DROPBOX INC CLASS A,Information Technology,Application Software
GTLB,GITLAB INC CLASS A,Information Technology,Application Software
ESAB,ESAB CORP,Industrials,Industrial Machinery & Supplies & Components
EXLS,EXLSERVICE HOLDINGS INC,Industrials,Data Processing & Outsourced Services
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,IT Consulting & Other Services
CE,CELANESE CORP,Materials,Specialty Chemicals
SLM,SLM CORP,Financials,Consumer Finance
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
KBR,KBR INC,Industrials,Research & Consulting Services
ELF,ELF BEAUTY INC,Consumer Staples,Personal Care Products
VNT,VONTIER CORP,Information Technology,Electronic Equipment & Instruments
TEM,TEMPUS AI INC CLASS A,Health Care,Health Care Technology
LPX,LOUISIANA PACIFIC CORP,Industrials,Forest Products
GAP,GAP INC,Consumer Discretionary,Apparel Retail
FCN,FTI CONSULTING INC,Industrials,Research & Consulting Services
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Insurance Brokers
EPR,EPR PROPERTIES REIT,Real Estate,Specialized REITs
LLYVK,LIBERTY LIVE HOLDINGS INC SERIES C,Consumer Discretionary,Movies & Entertainment
JBS,JBS N V NV CLASS A,Consumer Staples,Packaged Foods & Meats
NVST,ENVISTA HOLDINGS CORP,Health Care,Health Care Supplies
PRIM,PRIMORIS SERVICES CORP,Industrials,Construction & Engineering
IRDM,IRIDIUM COMMUNICATIONS INC,Communication,Wireless Telecommunication Services
KRC,KILROY REALTY REIT CORP,Real Estate,Office REITs
TREX,TREX INC,Industrials,Building Products
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Independent Power Producers & Energy Traders
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,General Merchandise Stores
TNL,TRAVEL LEISURE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MAT,MATTEL INC,Consumer Discretionary,Leisure Products
BYD,BOYD GAMING CORP,Consumer Discretionary,Casinos & Gaming
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Trading Companies & Distributors
PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary,Leisure Facilities
MRP,MILLROSE PROPERTIES INC CLASS A,Real Estate,Real Estate Operating Companies
CPB,CAMPBELL SOUP,Consumer Staples,Packaged Foods & Meats
ADT,ADT INC,Consumer Discretionary,Diversified Support Services
GSAT,GLOBALSTAR VOTING INC,Communication,Wireless Telecommunication Services
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Trading Companies & Distributors
RNG,RINGCENTRAL INC CLASS A,Information Technology,Application Software
MDU,MDU RESOURCES GROUP INC,Utilities,Construction Materials
PVH,PVH CORP,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Education Services
COLD,AMERICOLD REALTY INC TRUST,Real Estate,Industrial REITs
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Apparel Retail
NWS,NEWS CORP CLASS B,Communication,Publishing
JHX,JAMES HARDIE INDUSTRIES PLC,Materials,Construction Materials
APPF,APPFOLIO INC CLASS A,Information Technology,Application Software
THO,THOR INDUSTRIES INC,Consumer Discretionary,Automobile Manufacturers
LAZ,LAZARD INC,Financials,Investment Banking & Brokerage
GLXY,GALAXY DIGITAL INC CLASS A,Financials,Asset Management & Custody Banks
RHI,ROBERT HALF,Industrials,Human Resource & Employment Services
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Automotive Retail
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Education Services
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Distillers & Vintners
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Food Retail
YETI,YETI HOLDINGS INC,Consumer Discretionary,Leisure Products
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Cable & Satellite
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Independent Power Producers & Energy Traders
MORN,MORNINGSTAR INC,Financials,Financial Exchanges & Data
POST,POST HOLDINGS INC,Consumer Staples,Packaged Foods & Meats
CCC,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Application Software
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Electronic Equipment & Instruments
BILL,BILL HOLDINGS INC,Information Technology,Transaction & Payment Processing Services
BHF,BRIGHTHOUSE FINANCIAL INC,Financials,Life & Health Insurance
WING,WINGSTOP INC,Consumer Discretionary,Restaurants
OGN,ORGANON,Health Care,Biotechnology
HLNE,HAMILTON LANE INC CLASS A,Financials,Asset Management & Custody Banks
FHB,FIRST HAWAIIAN INC,Financials,Regional Banks
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Semiconductors
FIGR,FIGURE TECHNOLOGY SOLUTIONS INC CL,Financials,Transaction & Payment Processing Services
DRS,LEONARDO DRS INC,Industrials,Aerospace & Defense
SLGN,SILGAN HOLDINGS INC,Materials,Paper & Plastic Packaging Products & Materials
AMTM,AMENTUM HOLDINGS INC,Industrials,Diversified Support Services
AGO,ASSURED GUARANTY LTD,Financials,Property & Casualty Insurance
VKTX,VIKING THERAPEUTICS INC,Health Care,Biotechnology
KRMN,KARMAN HOLDINGS INC,Industrials,Aerospace & Defense
GPK,GRAPHIC PACKAGING HOLDING,Materials,Paper & Plastic Packaging Products & Materials
KD,KYNDRYL HOLDINGS INC,Information Technology,IT Consulting & Other Services
LINE,LINEAGE INC,Real Estate,Industrial REITs
HAYW,HAYWARD HOLDINGS INC,Industrials,Building Products
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Transaction & Payment Processing Services
LOAR,LOAR HOLDINGS INC,Industrials,Aerospace & Defense
CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
SMG,SCOTTS MIRACLE GRO,Materials,Fertilizers & Agricultural Chemicals
EEFT,EURONET WORLDWIDE INC,Financials,Transaction & Payment Processing Services
FRPT,FRESHPET INC,Consumer Staples,Packaged Foods & Meats
DOCS,DOXIMITY INC CLASS A,Health Care,Health Care Technology
FRHC,FREEDOM HOLDING CORP,Financials,Investment Banking & Brokerage
BOKF,BOK FINANCIAL CORP,Financials,Regional Banks
PPLI,PEOPLE,Communication,Publishing
PEGA,PEGASYSTEMS INC,Information Technology,Application Software
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Electrical Components & Equipment
KVYO,KLAVIYO INC SERIES A,Information Technology,Application Software
CAR,AVIS BUDGET GROUP INC,Industrials,Passenger Ground Transportation
ALM,ALMONTY INDUSTRIES INC,Materials,Diversified Metals & Mining
UI,UBIQUITI INC,Information Technology,Communications Equipment
MPT,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Health Care REITs
WLK,WESTLAKE CORP,Materials,Commodity Chemicals
FWONA,LIBERTY MEDIA FORMULA ONE SERIES A,Communication,Movies & Entertainment
AUGO,AURA MINERALS INC,Materials,Gold
CACC,CREDIT ACCEPTANCE CORP,Financials,Consumer Finance
OLN,OLIN CORP,Materials,Specialty Chemicals
IPGP,IPG PHOTONICS CORP,Information Technology,Semiconductors
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,Real Estate Operating Companies
MFP,MIDERA FOOD PROCESSING INC,Industrials,Industrial Machinery & Supplies & Components
WHR,WHIRLPOOL CORP,Consumer Discretionary,Household Appliances
CAI,CARIS LIFE SCIENCES INC,Health Care,Life Sciences Tools & Services
LLYVA,LIBERTY LIVE HOLDINGS INC SERIES A,Consumer Discretionary,Movies & Entertainment
DDS,DILLARDS INC CLASS A,Consumer Discretionary,General Merchandise Stores
WU,WESTERN UNION,Financials,Transaction & Payment Processing Services
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Cable & Satellite
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Cargo Ground Transportation
ZG,ZILLOW GROUP INC CLASS A,Real Estate,Real Estate Services
PSN,PARSONS CORP,Industrials,IT Consulting & Other Services
BIRK,BIRKENSTOCK HOLDING PLC,Consumer Discretionary,Footwear
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Biotechnology
LBTYK,LIBERTY GLOBAL LTD CLASS C,Communication,Cable & Satellite
BFA,BROWN FORMAN CORP CLASS A,Consumer Staples,Distillers & Vintners
JAN,JANUS LIVING INC CLASS A,Real Estate,Environmental & Facilities Services
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Household Products
CNA,CNA FINANCIAL CORP,Financials,Property & Casualty Insurance
SEB,SEABOARD CORP,Consumer Staples,Agricultural Products & Services
INGM,INGRAM MICRO HOLDING CORP,Information Technology,Technology Distributors
COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
SFD,SMITHFIELD FOODS INC,Consumer Staples,Packaged Foods & Meats
FRMI,FERMI INC,Real Estate,Specialized REITs
TFSL,TFS FINANCIAL CORP,Financials,Thrifts & Mortgage Finance
MWH,SOLV ENERGY CLASS A INC,Industrials,Construction & Engineering
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Packaged Foods & Meats
SAIL,SAILPOINT INC,Information Technology,Application Software
BLSH,BULLISH,Financials,Financial Exchanges & Data
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Homebuilding
XE,X-ENERGY INC CLASS A,Industrials,Electrical Components & Equipment
CBC,CENTRAL BANCOMPANY INC CLASS A,Financials,Regional Banks
UHAL,U HAUL HOLDING,Industrials,Passenger Ground Transportation
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,Cable & Satellite
NIQ,NIQ GLOBAL INTELLIGENCE PLC,Communication,Research & Consulting Services
UWMC,UWM HOLDINGS CORP CLASS A,Financials,Thrifts & Mortgage Finance
HOLX,HOLOGIC INC,Health Care,Health Care Equipment
